,net_name,train_type,net_number,stimulus,set_size,target_condition,accuracy,hit_rate,false_alarm_rate,d_prime
354,alexnet,train,3,RVvGV,4,absent,1.0,,,
355,alexnet,train,3,RVvGV,8,absent,1.0,,,
356,alexnet,train,3,RVvGV,1,both,1.0,0.995,0.005,5.151658607097801
357,alexnet,train,3,RVvGV,2,both,1.0,0.995,0.005,5.151658607097801
358,alexnet,train,3,RVvGV,4,both,1.0,0.995,0.005,5.151658607097801
359,alexnet,train,3,RVvGV,8,both,1.0,0.995,0.005,5.151658607097801
360,alexnet,train,0,RVvRHGV,1,present,1.0,,,
361,alexnet,train,0,RVvRHGV,2,present,1.0,,,
362,alexnet,train,0,RVvRHGV,4,present,1.0,,,
363,alexnet,train,0,RVvRHGV,8,present,0.98,,,
364,alexnet,train,0,RVvRHGV,1,absent,1.0,,,
365,alexnet,train,0,RVvRHGV,2,absent,1.0,,,
366,alexnet,train,0,RVvRHGV,4,absent,1.0,,,
367,alexnet,train,0,RVvRHGV,8,absent,0.97,,,
368,alexnet,train,0,RVvRHGV,1,both,1.0,0.995,0.005,5.151658607097801
369,alexnet,train,0,RVvRHGV,2,both,1.0,0.995,0.005,5.151658607097801
370,alexnet,train,0,RVvRHGV,4,both,1.0,0.995,0.005,5.151658607097801
371,alexnet,train,0,RVvRHGV,8,both,0.975,0.9702970297029703,0.020202020202020204,3.9347712988260337
372,alexnet,train,1,RVvRHGV,1,present,1.0,,,
373,alexnet,train,1,RVvRHGV,2,present,1.0,,,
374,alexnet,train,1,RVvRHGV,4,present,1.0,,,
375,alexnet,train,1,RVvRHGV,8,present,0.95,,,
376,alexnet,train,1,RVvRHGV,1,absent,1.0,,,
377,alexnet,train,1,RVvRHGV,2,absent,1.0,,,
378,alexnet,train,1,RVvRHGV,4,absent,1.0,,,
379,alexnet,train,1,RVvRHGV,8,absent,0.96,,,
380,alexnet,train,1,RVvRHGV,1,both,1.0,0.995,0.005,5.151658607097801
381,alexnet,train,1,RVvRHGV,2,both,1.0,0.995,0.005,5.151658607097801
382,alexnet,train,1,RVvRHGV,4,both,1.0,0.995,0.005,5.151658607097801
383,alexnet,train,1,RVvRHGV,8,both,0.955,0.9595959595959596,0.04950495049504951,3.39568920205269
384,alexnet,train,2,RVvRHGV,1,present,1.0,,,
385,alexnet,train,2,RVvRHGV,2,present,1.0,,,
386,alexnet,train,2,RVvRHGV,4,present,1.0,,,
387,alexnet,train,2,RVvRHGV,8,present,0.96,,,
388,alexnet,train,2,RVvRHGV,1,absent,1.0,,,
389,alexnet,train,2,RVvRHGV,2,absent,1.0,,,
390,alexnet,train,2,RVvRHGV,4,absent,1.0,,,
391,alexnet,train,2,RVvRHGV,8,absent,0.96,,,
392,alexnet,train,2,RVvRHGV,1,both,1.0,0.995,0.005,5.151658607097801
393,alexnet,train,2,RVvRHGV,2,both,1.0,0.995,0.005,5.151658607097801
394,alexnet,train,2,RVvRHGV,4,both,1.0,0.995,0.005,5.151658607097801
395,alexnet,train,2,RVvRHGV,8,both,0.96,0.96,0.04,3.501372142504339
396,alexnet,train,3,RVvRHGV,1,present,1.0,,,
397,alexnet,train,3,RVvRHGV,2,present,1.0,,,
398,alexnet,train,3,RVvRHGV,4,present,1.0,,,
399,alexnet,train,3,RVvRHGV,8,present,0.96,,,
400,alexnet,train,3,RVvRHGV,1,absent,1.0,,,
401,alexnet,train,3,RVvRHGV,2,absent,1.0,,,
402,alexnet,train,3,RVvRHGV,4,absent,1.0,,,
403,alexnet,train,3,RVvRHGV,8,absent,0.96,,,
404,alexnet,train,3,RVvRHGV,1,both,1.0,0.995,0.005,5.151658607097801
405,alexnet,train,3,RVvRHGV,2,both,1.0,0.995,0.005,5.151658607097801
406,alexnet,train,3,RVvRHGV,4,both,1.0,0.995,0.005,5.151658607097801
407,alexnet,train,3,RVvRHGV,8,both,0.96,0.96,0.04,3.501372142504339
408,alexnet,train,0,2_v_5,1,present,1.0,,,
409,alexnet,train,0,2_v_5,2,present,1.0,,,
410,alexnet,train,0,2_v_5,4,present,0.97,,,
411,alexnet,train,0,2_v_5,8,present,0.76,,,
412,alexnet,train,0,2_v_5,1,absent,1.0,,,
413,alexnet,train,0,2_v_5,2,absent,1.0,,,
414,alexnet,train,0,2_v_5,4,absent,0.98,,,
415,alexnet,train,0,2_v_5,8,absent,0.92,,,
416,alexnet,train,0,2_v_5,1,both,1.0,0.995,0.005,5.151658607097801
417,alexnet,train,0,2_v_5,2,both,1.0,0.995,0.005,5.151658607097801
418,alexnet,train,0,2_v_5,4,both,0.975,0.9797979797979798,0.0297029702970297,3.934771298826034
419,alexnet,train,0,2_v_5,8,both,0.84,0.9047619047619048,0.20689655172413793,2.126408538815177
420,alexnet,train,1,2_v_5,1,present,1.0,,,
421,alexnet,train,1,2_v_5,2,present,1.0,,,
422,alexnet,train,1,2_v_5,4,present,1.0,,,
423,alexnet,train,1,2_v_5,8,present,0.83,,,
424,alexnet,train,1,2_v_5,1,absent,1.0,,,
425,alexnet,train,1,2_v_5,2,absent,1.0,,,
426,alexnet,train,1,2_v_5,4,absent,0.98,,,
427,alexnet,train,1,2_v_5,8,absent,0.95,,,
428,alexnet,train,1,2_v_5,1,both,1.0,0.995,0.005,5.151658607097801
429,alexnet,train,1,2_v_5,2,both,1.0,0.995,0.005,5.151658607097801
430,alexnet,train,1,2_v_5,4,both,0.99,0.9803921568627451,0.00510204081632653,4.630752228547857
431,alexnet,train,1,2_v_5,8,both,0.89,0.9431818181818182,0.15178571428571427,2.6108626167151967
432,alexnet,train,2,2_v_5,1,present,1.0,,,
433,alexnet,train,2,2_v_5,2,present,1.0,,,
434,alexnet,train,2,2_v_5,4,present,0.99,,,
435,alexnet,train,2,2_v_5,8,present,0.81,,,
436,alexnet,train,2,2_v_5,1,absent,1.0,,,
437,alexnet,train,2,2_v_5,2,absent,1.0,,,
438,alexnet,train,2,2_v_5,4,absent,0.97,,,
439,alexnet,train,2,2_v_5,8,absent,0.93,,,
440,alexnet,train,2,2_v_5,1,both,1.0,0.995,0.005,5.151658607097801
441,alexnet,train,2,2_v_5,2,both,1.0,0.995,0.005,5.151658607097801
442,alexnet,train,2,2_v_5,4,both,0.98,0.9705882352941176,0.01020408163265306,4.208267931311262
443,alexnet,train,2,2_v_5,8,both,0.87,0.9204545454545454,0.16964285714285715,2.36371317908852
444,alexnet,train,3,2_v_5,1,present,0.99,,,
445,alexnet,train,3,2_v_5,2,present,0.99,,,
446,alexnet,train,3,2_v_5,4,present,0.94,,,
447,alexnet,train,3,2_v_5,8,present,0.77,,,
448,alexnet,train,3,2_v_5,1,absent,1.0,,,
449,alexnet,train,3,2_v_5,2,absent,1.0,,,
450,alexnet,train,3,2_v_5,4,absent,0.97,,,
451,alexnet,train,3,2_v_5,8,absent,0.91,,,
452,alexnet,train,3,2_v_5,1,both,0.995,0.9949494949494949,0.009900990099009901,4.902431033730798
453,alexnet,train,3,2_v_5,2,both,0.995,0.9949494949494949,0.009900990099009901,4.902431033730798
454,alexnet,train,3,2_v_5,4,both,0.955,0.9690721649484536,0.05825242718446602,3.436943279069875
455,alexnet,train,3,2_v_5,8,both,0.84,0.8953488372093024,0.20175438596491227,2.090857313396541
